agent,generator,run_id,total_steps,start_value,final_cumulative_reward,average_reward
Frequency-Based Majority Agent,Random Walk Generator,001,100,0.0,2,0.02
Frequency-Based Majority Agent,Random Walk Generator,002,100,0.0,8,0.08
Frequency-Based Majority Agent,Random Walk Generator,003,100,0.0,-22,-0.22
Repeat Last Movement Agent,Constant Generator,001,100,0.0,-100,-1.0
Repeat Last Movement Agent,Constant Generator,002,100,0.0,-100,-1.0
Repeat Last Movement Agent,Constant Generator,003,100,0.0,-100,-1.0
Repeat Last Movement Agent,Linear Trend Generator,001,100,0.0,98,0.98
Repeat Last Movement Agent,Linear Trend Generator,002,100,0.0,98,0.98
Repeat Last Movement Agent,Linear Trend Generator,003,100,0.0,98,0.98
Repeat Last Movement Agent,Markov Regime-Switching Generator,001,100,0.0,32,0.32
Repeat Last Movement Agent,Markov Regime-Switching Generator,002,100,0.0,34,0.34
Repeat Last Movement Agent,Markov Regime-Switching Generator,003,100,0.0,50,0.5
Repeat Last Movement Agent,Noisy Markov Regime-Switching Generator,001,100,0.0,58,0.58
Repeat Last Movement Agent,Noisy Markov Regime-Switching Generator,002,100,0.0,64,0.64
Repeat Last Movement Agent,Noisy Markov Regime-Switching Generator,003,100,0.0,50,0.5
Repeat Last Movement Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,0,0.0
Repeat Last Movement Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,2,0.02
Repeat Last Movement Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,-2,-0.02
Repeat Last Movement Agent,Periodic Trend Generator,001,100,0.0,92,0.92
Repeat Last Movement Agent,Periodic Trend Generator,002,100,0.0,92,0.92
Repeat Last Movement Agent,Periodic Trend Generator,003,100,0.0,92,0.92
Repeat Last Movement Agent,Random Walk Generator,001,100,0.0,8,0.08
Repeat Last Movement Agent,Random Walk Generator,002,100,0.0,-2,-0.02
Repeat Last Movement Agent,Random Walk Generator,003,100,0.0,2,0.02
Static Mean Reversion Agent,Constant Generator,001,100,0.0,-100,-1.0
Static Mean Reversion Agent,Constant Generator,002,100,0.0,-100,-1.0
Static Mean Reversion Agent,Constant Generator,003,100,0.0,-100,-1.0
Static Mean Reversion Agent,Linear Trend Generator,001,100,0.0,-100,-1.0
Static Mean Reversion Agent,Linear Trend Generator,002,100,0.0,-100,-1.0
Static Mean Reversion Agent,Linear Trend Generator,003,100,0.0,-100,-1.0
Static Mean Reversion Agent,Markov Regime-Switching Generator,001,100,0.0,-48,-0.48
Static Mean Reversion Agent,Markov Regime-Switching Generator,002,100,0.0,-60,-0.6
Static Mean Reversion Agent,Markov Regime-Switching Generator,003,100,0.0,-40,-0.4
Static Mean Reversion Agent,Noisy Markov Regime-Switching Generator,001,100,0.0,-12,-0.12
Static Mean Reversion Agent,Noisy Markov Regime-Switching Generator,002,100,0.0,2,0.02
Static Mean Reversion Agent,Noisy Markov Regime-Switching Generator,003,100,0.0,-2,-0.02
Static Mean Reversion Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,-8,-0.08
Static Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,-28,-0.28
Static Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,-12,-0.12
Static Mean Reversion Agent,Periodic Trend Generator,001,100,0.0,-18,-0.18
Static Mean Reversion Agent,Periodic Trend Generator,002,100,0.0,-18,-0.18
Static Mean Reversion Agent,Periodic Trend Generator,003,100,0.0,-18,-0.18
Static Mean Reversion Agent,Random Walk Generator,001,100,0.0,0,0.0
Static Mean Reversion Agent,Random Walk Generator,002,100,0.0,4,0.04
Static Mean Reversion Agent,Random Walk Generator,003,100,0.0,-2,-0.02
