"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S5W38W48","conferencePaper","2023","Cau, F.M.; Hauptmann, H.; Spano, L.D.; Tintarev, N.","Supporting High-Uncertainty Decisions through AI and Logic-Style Explanations","Int Conf Intell User Interfaces Proc IUI","979-840070106-1 (ISBN)","","10.1145/3581641.3584080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152126463&doi=10.1145%2f3581641.3584080&partnerID=40&md5=63ffa7ef2bc341658ea8b3d85b355ba4","A common criteria for Explainable AI (XAI) is to support users in establishing appropriate trust in the AI - rejecting advice when it is incorrect, and accepting advice when it is correct. Previous findings suggest that explanations can cause an over-reliance on AI (overly accepting advice). Explanations that evoke appropriate trust are even more challenging for decision-making tasks that are difficult for humans and AI. For this reason, we study decision-making by non-experts in the high-uncertainty domain of stock trading. We compare the effectiveness of three different explanation styles (influenced by inductive, abductive, and deductive reasoning) and the role of AI confidence in terms of a) the users' reliance on the XAI interface elements (charts with indicators, AI prediction, explanation), b) the correctness of the decision (task performance), and c) the agreement with the AI's prediction. In contrast to previous work, we look at interactions between different aspects of decision-making, including AI correctness, and the combined effects of AI confidence and explanations styles. Our results show that specific explanation styles (abductive and deductive) improve the user's task performance in the case of high AI confidence compared to inductive explanations. In other words, these styles of explanations were able to invoke correct decisions (for both positive and negative decisions) when the system was certain. In such a condition, the agreement between the user's decision and the AI prediction confirms this finding, highlighting a significant agreement increase when the AI is correct. This suggests that both explanation styles are suitable for evoking appropriate trust in a confident AI. Our findings further indicate a need to consider AI confidence as a criterion for including or excluding explanations from AI interfaces. In addition, this paper highlights the importance of carefully selecting an explanation style according to the characteristics of the task and data.  © 2023 ACM.","2023","2025-02-19 08:50:12","2025-02-19 08:50:12","","251-263","","","","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","","","/Users/jensreil/Zotero/storage/G69X7UPC/Cau et al. - 2023 - Supporting High-Uncertainty Decisions through AI and Logic-Style Explanations.pdf","","","Abductive; AI confidence; Commerce; Decision making; Decisions makings; Deductive; Financial markets; Forecasting; Inductive; Logical reasoning; Random forest; Random forests; Stock market prediction; Task performance; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Intelligent User Interfaces, Proceedings IUI","","","","","","","","","","","","","","",""
"EVDW9JZD","journalArticle","2022","Freeborough, W.; van Zyl, T.","Investigating Explainability Methods in Recurrent Neural Network Architectures for Financial Time Series Data","Applied Sciences (Switzerland)","","20763417 (ISSN)","10.3390/app12031427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123526727&doi=10.3390%2fapp12031427&partnerID=40&md5=d9be785b6309d801ee4ced63b8c07b54","Statistical methods were traditionally primarily used for time series forecasting. However, new hybrid methods demonstrate competitive accuracy, leading to increased machine-learning-based methodologies in the financial sector. However, very little development has been seen in explainable AI (XAI) for financial time series prediction, with a growing mandate for explainable systems. This study aims to determine if the existing XAI methodology is transferable to the context of financial time series prediction. Four popular methods, namely, ablation, permutation, added noise, and integrated gradients, were applied to a recurrent neural network (RNN), long short-term memory (LSTM), and a gated recurrent unit (GRU) network trained on S&P 500 stocks data to determine the importance of features, individual data points, and specific cells in each architecture. The explainability analysis revealed that GRU displayed the most significant ability to retain long-term information, while the LSTM disregarded most of the given input and instead showed the most notable granularity to the considered inputs. Lastly, the RNN displayed features indicative of no long-term memory retention. The applied XAI methods produced complementary results, reinforcing paradigms on significant differences in how different architectures predict. The results show that these methods are transferable in the financial forecasting sector, but a more sophisticated hybrid prediction system requires further confirmation. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","2022","2025-02-19 08:50:12","2025-02-19 08:50:12","","","","3","12","","Appl. Sci.","","","","","","","","English","","","Scopus","","","","","","/Users/jensreil/Zotero/storage/H2II6J34/Freeborough and van Zyl - 2022 - Investigating Explainability Methods in Recurrent Neural Network Architectures for Financial Time Se.pdf","","","GRU; LSTM; Time series forecasting; XAI RNN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GW9TADBH","journalArticle","2022","","6th International Conference and Exhibition on Smart Grids and Smart Cities, ISUW 2020","Lecture Notes in Electrical Engineering","","18761100 (ISSN); 978-981169007-5 (ISBN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130301931&partnerID=40&md5=345d9e23db811c1d6e1e0e5c65c99dd1","The proceedings contain 38 papers. The special focus in this conference is on Smart Grids and Smart Cities. The topics include: Rise of Algorithmic Trading in Today’s Changing Electricity Market; design and Operational Strategies of Urban Micro-grid that Benefits Utilities, Consumers as Well as the Environment; Minimized Operational Cost and Enhanced Battery Life in Solar, Battery and Building Integrated EV Charging Station; assessment of Charging Technologies Currently Used for Electric Two and Three Wheelers in India; electric Vehicle and Charging Stations in Distribution System: Practical Experience; cyber Risk Analysis of Critical Information Infrastructure: (A Quantitative Approach); energy Storage—The New Era of Power Sector; Preventing Water Pollution Using AMI and IoT; importance of Smart Grid Development in India; blockchain Based Peer-to-Peer Power Trading Platforms; Explainable Artificial Intelligence (XAI): Towards Malicious SCADA Communications; energy Optimization and Sharing in Smart Grid with Renewable Energy System Using Cyber Physical System; quantum Computing and Grid Security; Secured Automatic Meter Reading for Implementation of SAMAST Framework in India; enedis IoT Smart Grid Solutions for More Efficiency; voice of the Customer—What the Digital Customers Wants?; smart Green Transport Grid; mobility Solutions for Redressal of Power Failure Complaint in Mumbai Distribution; Blockchain Technology Application to DER-Implementation Strategy for India; vehicle to Grid Integration in Context of India; smart Grid and Utility Challenges; india Moving Towards Solar Energy; hybrid Microgrid Set up in Laboratory for Practical Alimentation of Electrical Engineering Students; AGC in a Deregulated Interconnected Power System with STATCOM and Energy Storage System; energy Storage System—Applications and Case Study.","2022","2025-02-19 08:50:12","2025-02-19 08:50:12","","","","","847","","Lect. Notes Electr. Eng.","","","","","","","","English","","","Scopus","","","","","","","","","","Pillai R.K.; Ghatikar G.; Sonavane V.L.; Singh B.P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9EU2LST","journalArticle","2024","Sarin, S.; Singh, S.K.; Kumar, S.; Goyal, S.; Gupta, B.B.; Alhalabi, W.; Arya, V.","Unleashing the Power of Multi-Agent Reinforcement Learning for Algorithmic Trading in the Digital Financial Frontier and Enterprise Information Systems","Computers, Materials and Continua","","15462218 (ISSN)","10.32604/cmc.2024.051599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201382611&doi=10.32604%2fcmc.2024.051599&partnerID=40&md5=aaddeac36f89e6d32b6b9ffc1d3c7a98","In the rapidly evolving landscape of today’s digital economy, Financial Technology (Fintech) emerges as a trans-formative force, propelled by the dynamic synergy between Artificial Intelligence (AI) and Algorithmic Trading. Our in-depth investigation delves into the intricacies of merging Multi-Agent Reinforcement Learning (MARL) and Explainable AI (XAI) within Fintech, aiming to refine Algorithmic Trading strategies. Through meticulous examination, we uncover the nuanced interactions of AI-driven agents as they collaborate and compete within the financial realm, employing sophisticated deep learning techniques to enhance the clarity and adaptability of trading decisions. These AI-infused Fintech platforms harness collective intelligence to unearth trends, mitigate risks, and provide tailored financial guidance, fostering benefits for individuals and enterprises navigating the digital landscape. Our research holds the potential to revolutionize finance, opening doors to fresh avenues for investment and asset management in the digital age. Additionally, our statistical evaluation yields encouraging results, with metrics such as Accuracy = 0.85, Precision = 0.88, and F1 Score = 0.86, reaffirming the efficacy of our approach within Fintech and emphasizing its reliability and innovative prowess. © 2024 Tech Science Press. All rights reserved.","2024","2025-02-19 08:50:11","2025-02-19 08:50:11","","3123-3138","","2","80","","Comput. Mater. Continua","","","","","","","","English","","","Scopus","","","","","","","","","Reinforcement learning; Deep learning; Adversarial machine learning; Contrastive Learning; Learning techniques; Financial markets; Deep reinforcement learning; algorithmic trading; Algorithmic trading; Decentralized finance; Digital economy; digital financial frontier; Digital financial frontier; Enterprise information system; Financial technology; Fintech; multi-agent reinforcement learning; Multi-agent reinforcement learning; Neurodynamic; Neurodynamics; Power; Trading strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GMKM9EX","book","2023","Coqueret, G.; Guida, T.","Machine Learning for Factor Investing: Python Version","","978-100091280-7 (ISBN); 978-036763974-7 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168449474&doi=10.1201%2f9781003121596&partnerID=40&md5=6a457c81539a5a33b5fb03a6ab201923","Machine learning (ML) is progressively reshaping the fields of quantitative finance and algorithmic trading. ML tools are increasingly adopted by hedge funds and asset managers, notably for alpha signal generation and stocks selection. The technicality of the subject can make it hard for non-specialists to join the bandwagon, as the jargon and coding requirements may seem out-of-reach. Machine learning for factor investing: Python version bridges this gap. It provides a comprehensive tour of modern ML-based investment strategies that rely on firm characteristics. The book covers a wide array of subjects which range from economic rationales to rigorous portfolio back-testing and encompass both data processing and model interpretability. Common supervised learning algorithms such as tree models and neural networks are explained in the context of style investing and the reader can also dig into more complex techniques like autoencoder asset returns, Bayesian additive trees and causal models. All topics are illustrated with self-contained Python code samples and snippets that are applied to a large public dataset that contains over 90 predictors. The material is available online so that readers can reproduce and enhance the examples at their convenience. If you have even a basic knowledge of quantitative finance, this combination of theoretical concepts and practical illustrations will help you learn quickly and deepen your financial and technical expertise. © 2023 Guillaume Coqueret and Tony Guida.","2023","2025-02-19 08:50:11","2025-02-19 08:50:11","","","1","","","","","","Machine Learning for Factor Investing: Python Version","","","","CRC Press","","English","","","Scopus","","","","DOI: 10.1201/9781003121596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYZK6LR5","conferencePaper","2024","Sathiyamurthi, K.; Anitha, L.; Rajendren, D.J.; Pandian, R.J.; Kumar, K.S.; Srinivasan, V.","Predictive Analytics for Budgeting and Management Using Deep Learning Techniques","Proc. - Int. Conf. Comput., Power, Commun. Technol., IC2PCT","979-835038352-2 (ISBN)","","10.1109/IC2PCT60090.2024.10486748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191198343&doi=10.1109%2fIC2PCT60090.2024.10486748&partnerID=40&md5=3d59e729be4dda836204fd896838456a","Organizational performance depends on financial planning and management, and predictive analytics powered by deep learning has transformed decision-making. This study analyzes various model types and their financial forecast and management performance. We study CNN, RNN, LSTM, and Traditional Machine Learning models, focusing on accuracy, precision, recall, F1 score, and MSE. Deep learning models, particularly LSTM, outperform classical machine learning models in different financial contexts. LSTM has 93.8% accuracy, high precision, recall, and F1 score, showing superior predicting ability. Traditional machine learning models have moderate accuracy and poor performance measures, limiting their ability to capture complicated financial patterns. According to feature importance analysis, historical stock prices, firm financial data, and economic indicators improve prediction accuracy. Combining these attributes, Deep learning algorithms can better predict financial trends and enhance investment strategies. We also evaluate model types for stock price prediction, market trend research, credit risk assessment, and portfolio optimization. LSTM routinely outperforms alternative models in certain settings, helping firms make educated decisions. Deep learning models are feasible for real-time financial applications due to their high computational complexity and quick forecasts. Traditional models, however simpler, are inaccurate and slow.  © 2024 IEEE.","2024","2025-02-19 08:50:11","2025-02-19 08:50:11","","1749-1753","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","","","","","Learning systems; Risk assessment; Financial data processing; Long short-term memory; Machine learning models; Learning models; Learning techniques; Financial markets; Investments; Budget control; Decision making; Decisions makings; Deep learning technique; Deep Learning Techniques; Economics; F1 scores; Financial Management; Financial managements; Financial planning; Financial Planning; Learning algorithms; Modeling type; Organizational performance; predictive analysis; Predictive analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Computing, Power, and Communication Technologies, IC2PCT 2024","","","","","","","","","","","","","","",""
"6SCTAIW8","journalArticle","2024","Abdullah, M.; Sulong, Z.; Ashraful Ferdous Chowdhury, M.","Explainable deep learning model for stock price forecasting using textual analysis","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2024.123740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189183934&doi=10.1016%2fj.eswa.2024.123740&partnerID=40&md5=5aa73472f871eef21e9a9d1371b498a2","Stock price forecasting is a challenging task because financial time series are primarily nonlinear, noisy, and disordered systems that are complicated to forecast. Deep learning models show promise in this domain along with natural language processing, to extract relevant features from text data and map them to numerical representations. This study aims to forecast stock prices using text analysis and deep learning approaches and explain the models using explainable AI. We construct a World Halal Tourism Composite Sentiment Index (WHTCSI) using text analysis to forecast halal tourism stock price. The results suggest that Convolutional Neural Networks (CNN) outperform all other models. The results are robust when considering country-level data. In addition, model explanations show that the index contributes 35.55% to the forecasting model, indicating irrational investment activity and herding behavior in the halal tourism industry. The study's findings have significant implications for investors, analysts, and portfolio managers in making investment decisions. © 2024 Elsevier Ltd","2024","2025-02-19 08:50:11","2025-02-19 08:50:11","","","","","249","","Expert Sys Appl","","","","","","","","English","","","Scopus","","","","","","/Users/jensreil/Zotero/storage/RTKY66NA/Abdullah et al. - 2024 - Explainable deep learning model for stock price forecasting using textual analysis.pdf","","","CNN; Convolutional neural network; Convolutional neural networks; Costs; Deep learning; Electronic trading; Financial markets; Forecasting; Halal tourism; Investments; Learning models; Learning systems; Sentiment analysis; Stock forecasting; Stock price; Stock price forecasting; Text analysis; Textual-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLGCNL72","journalArticle","2024","Sun, Q.; Wei, X.; Yang, X.","GraphSAGE with deep reinforcement learning for financial portfolio optimization","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2023.122027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173897242&doi=10.1016%2fj.eswa.2023.122027&partnerID=40&md5=3a2583c85d7ca7acf2de679590b3f2e9","Portfolio optimization is an active management strategy that aims to maximize returns and control risk within reasonable limits. The Proximal Policy Optimization (PPO), a robust on-policy actor-critic deep reinforcement learning (DRL) model, is gaining popularity in portfolio optimization because it can help reduce emotional biases and take systematic investment actions. However, some research has found that the PPO model cannot achieve such remarkable performance in portfolio optimization as in games or robot control. In this paper, a novel GraphSAGE and DRL coupled model (GRL) is proposed to improve the architecture of the PPO agent by introducing a GraphSAGE-based feature extractor to capture the complex non-Euclidean relationships among market indexes, industry indexes and stocks. In addition, the explainable model SHAP is used to select a few but important features for GRL learning, and a method for generating a static financial graph is defined. This improves the robustness and training efficiency of the GRL model. We provide a holistic performance evaluation for GRL on three datasets using five metrics, i.e., Return On Investment (ROI), Sharpe Ratio, Sortino Ratio, Maximum Drawdown, and Calmar Ratio. The results show that the GRL model outperforms the Equal Weight strategy and the S&P 500 index. In addition, the results of the comparative analysis show that the Share-Extractor GRL and the Separate-Extractor GRL significantly outperform the PPO baseline without a feature extractor. This implies that integrating a GraphSAGE-based feature extractor into the PPO agent can improve its performance and robustness in portfolio optimization tasks. © 2023 Elsevier Ltd","2024","2025-02-19 08:50:11","2025-02-19 08:50:11","","","","","238","","Expert Sys Appl","","","","","","","","English","","","Scopus","","","","","","","","","Reinforcement learning; Deep learning; Learning systems; Financial data processing; Explainable AI; Financial markets; Investments; Deep reinforcement learning; Reinforcement learnings; Feature extractor; GraphSAGE; Performance; Policy optimization; Portfolio management; Portfolio managements; Portfolio optimization; Robustness (control systems); SHAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKBECFJ2","conferencePaper","2025","Ahmad, W.; Vashist, A.; Sinha, N.; Prasad, M.; Shrivastava, V.; Muzamal, J.H.","Enhancing Transparency and Privacy in Financial Fraud Detection: The Integration of Explainable AI and Federated Learning","Commun. Comput. Info. Sci.","18650929 (ISSN); 978-303175200-1 (ISBN)","","10.1007/978-3-031-75201-8_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207824795&doi=10.1007%2f978-3-031-75201-8_10&partnerID=40&md5=9241818a988f9f2f29b6aa0e0d7319f0","The pervasive issue of fraudulent transactions presents a considerable challenge for financial institutions globally. Developing innovative fraud detection systems is critical to maintaining customer confidence. However, several factors complicate the creating of effective and efficient fraud detection systems. Notably, fraudulent transactions are infrequent, resulting in imbalanced transaction datasets where legitimate transactions vastly outnumber instances of fraud. This data imbalance can concede the performance of fraud detection. Additionally, stringent data privacy regulations prevent the sharing of customer data, hindering the development of high-performing centralized models. Furthermore, fraud detection mechanisms must remain transparent to avoid impairing the user experience. This research proposes an approach utilizing Federated Learning (FL) with Explainable Artificial Intelligence (XAI) to overcome these obstacles. FL allows financial organizations to train fraud detection models collaboratively without requiring direct data sharing. So, customer confidentiality and data privacy are never compromised. Simultaneously, the incorporation of XAI guarantees that the model’s predictions are interpretable by human experts. Experimental evaluations using real-time transaction datasets consistently demonstrate that the FL-based fraud detection system performs well. This study establishes the potential of FL as a reliable, privacy-preserving tool in combating fraud. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","2025","2025-02-19 08:50:10","2025-02-19 08:50:10","","139-156","","","2244 CCIS","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","","","","","","Machine-learning; Adversarial machine learning; Anomaly detection; Collaborative machine learning; Data privacy; Differential privacy; EAI; Federated learning; Fraud detection system; Fraud detection systems; Imbalanced data; Imbalanced data handling; Model transparency; Privacy preserving; Privacy-preserving algorithm; Privacy-preserving algorithms; Transaction analysis; Transaction analyze","Feng W.; Rahimi N.; Margapuri V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Communications in Computer and Information Science","","","","","","","","","","","","","","",""
"EMAKRVWL","journalArticle","2024","Kochliaridis, V.; Papadopoulou, A.; Vlahavas, I.","UNSURE - A machine learning approach to cryptocurrency trading","Applied Intelligence","","0924669X (ISSN)","10.1007/s10489-024-05407-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191289990&doi=10.1007%2fs10489-024-05407-z&partnerID=40&md5=83b2151c274ca0ba53dc3524e0391cb9","Although cryptocurrency trading can be highly profitable, it carries significant risks due to extreme price fluctuations and high degree of market noise. To increase profits and minimize risks, traders typically use various forecasting methods, such as technical analysis and Machine Learning (ML), but developing effective trading strategies in noisy markets still remains a challenging task. Recently, Deep Reinforcement Learning (DRL) agents have achieved high performance on challenging tasks, including algorithmic trading, however it requires significant amount of time and high-quality data to train effectively. Additionally, DRL agents lack explainability, making them a less popular option for traders. The purpose of this paper is to address these challenges by proposing a reliable trading framework. Our framework, named UNSURE, generates high-quality features from candlestick data using technical analysis along with a novel parameterization method, and then exploits high price fluctuations by combining three ML components: A) Unsupervised component, which further improves feature quality by clustering market data; B) DRL component, which is responsible for training agents that open Buy or Short positions; C) Supervised component, which estimates price fluctuations in order to open and close positions efficiently, while reducing trading uncertainty. We demonstrate the effectiveness of this approach on nine cryptocurrency markets using several risk-adjusted performance metrics. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","2024","2025-02-19 08:50:10","2025-02-19 08:50:10","","5688-5710","","7","54","","Appl Intell","","","","","","","","English","","","Scopus","","","","","","","","","Reinforcement learning; Deep learning; Machine-learning; Risk assessment; Profitability; Cryptocurrency trading; Deep reinforcement learning; Forecasting methods; Machine learning; Machine learning approaches; Price fluctuation; Quality control; Reinforcement learning agent; Reinforcement learnings; Supervised learning; Technical analysis; Time series clustering; Time-series clustering; Uncertainty analysis; Unsupervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRC4UWNA","journalArticle","2022","Wu, D.; Wang, X.; Wu, S.","Jointly modeling transfer learning of industrial chain information and deep learning for stock prediction","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2021.116257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120481422&doi=10.1016%2fj.eswa.2021.116257&partnerID=40&md5=7583e5f0456f2d54005b2e64b15fab7a","The prediction of stock price has always been a main challenge. The time series of stock price tends to exhibit very strong nonlinear characteristics. In recent years, with the rapid development of deep learning, the ability to automatically extract nonlinear features has significantly attracted scholars’ attention. However, the majority of the relevant studies have concentrated on prediction of the changes of stock market based on the data of the specific stock (e.g., transaction data, financial data, etc.), while those studies ignored the interaction between stocks of different industries, especially the interaction between the stocks of upstream enterprises and downstream enterprises in the industrial chain. This paper aims to propose a combination of transfer learning of industrial chain information and deep learning models, including multilayer perceptron (MLP), recurrent neural network (RNN), long short-term memory (LSTM), and gated recurrent unit (GRU), for stock market prediction. These models are used to predict the trend of the 379 stock market indices by industry in China, and the DM test was employed for validation of the prediction results. It can be concluded that RNNs are not necessarily such an optimal choice for the prediction when dealing with specific time series data, and it could be justified by using the local interpretable model-agnostic explanations (LIME) algorithm. Hence, the MLP was selected to effectively improve the accuracy of the prediction of the stock market indices based on the transfer learning of industrial chain information. The investment strategy is constructed according to the prediction results, and the yield of maturity exceeds that of the buy-and-hold strategy. © 2021 The Author(s)","2022","2025-02-19 08:50:10","2025-02-19 08:50:10","","","","","191","","Expert Sys Appl","","","","","","","","English","","","Scopus","","","","","","","","","Deep learning; Forecasting; Long short-term memory; Commerce; Financial markets; Investments; Electronic trading; Industrial chain; Lime; Model transfer; Multilayer neural networks; Multilayers perceptrons; Nonlinear characteristics; Stock market index; Stock prediction; Stock predictions; Stock price; Time series; Times series; Transfer learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AWSKPWZ","conferencePaper","2020","Chiewhawan, T.; Vateekul, P.","Explainable deep learning for thai stock market prediction using textual representation and technical indicators","ACM Int. Conf. Proc. Ser.","978-145038766-8 (ISBN)","","10.1145/3411174.3411191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090909854&doi=10.1145%2f3411174.3411191&partnerID=40&md5=89df3b25e08a24ceb47935f8d36c78f5","In this paper, we proposed a deep neural network to predict the Thailand stock market (SET index) with the capability to analyze both numerical and textual inputs altogether. The datasets include twelve-years market data with generated technical indicators (73 time-series) and Thai economic news headlines from various online sources. The proposed model consists of a long-short term memory model and textual representations to predict one-day-ahead percentage market changes. We experiment on two textual representation approaches, which is the Hierarchical neural network and Bidirectional Encoder Representations from Transformers (BERT) together with aggregated embedding. The three-year average experimental results show that adding textual representation increase profit of 6.9% on the proposed strategy-free metric. Next, the Hierarchical approach performs considerably better than the BERT method showing up to 4.4% profit increase. Finally, we demonstrate another advantage of the hierarchical approach for model interpretability using the integrated gradient attribution methods. This interpretability lets us analyze the underlying textual relevance and also for future model improvement. © 2020 ACM.","2020","2025-02-19 08:50:10","2025-02-19 08:50:10","","19-23","","","","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","","","","","","Deep learning; Interpretability; Forecasting; Commerce; Financial markets; Electronic trading; Deep neural networks; Hierarchical approach; Hierarchical neural networks; natural language processing; Neural networks; Online sources; Profitability; Short term memory; stock prediction; Technical indicator; Textual representation; Thai stock markets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"EQE4F3P7","journalArticle","2023","Ghosh, I.; Alfaro-Cortés, E.; Gámez, M.; García-Rubio, N.","Role of proliferation COVID-19 media chatter in predicting Indian stock market: Integrated framework of nonlinear feature transformation and advanced AI","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2023.119695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148547130&doi=10.1016%2fj.eswa.2023.119695&partnerID=40&md5=aac224228416c4f52011767b9467ac7f","The outbreak of the COVID-19 pandemic has transpired the global media to gallop with reports and news on the novel Coronavirus. The intensity of the news chatter on various aspects of the pandemic, in conjunction with the sentiment of the same, accounts for the uncertainty of investors linked to financial markets. In this research, Artificial Intelligence (AI) driven frameworks have been propounded to gauge the proliferation of COVID-19 news towards Indian stock markets through the lens of predictive modelling. Two hybrid predictive frameworks, UMAP-LSTM and ISOMAP-GBR, have been constructed to accurately forecast the daily stock prices of 10 Indian companies of different industry verticals using several systematic media chatter indices related to the COVID-19 pandemic alongside several orthodox technical indicators and macroeconomic variables. The outcome of the rigorous predictive exercise rationalizes the utility of monitoring relevant media news worldwide and in India. Additional model interpretation using Explainable AI (XAI) methodologies indicates that a high quantum of overall media hype, media coverage, fake news, etc., leads to bearish market regimes. © 2023 The Author(s)","2023","2025-02-19 08:50:09","2025-02-19 08:50:09","","","","","219","","Expert Sys Appl","","","","","","","","English","","","Scopus","","","","","","","","","Forecasting; Long short-term memory; Commerce; COVID-19; COVID-19 pandemic; Financial markets; Integrated frameworks; Investments; ISOMAP-GBR; Isomaps; Media index; Medium index; Nonlinear features; Ravenpack; RavenPack; Stock market prediction; UMAP-LSTM; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTJD7P5I","conferencePaper","2024","Gangavarapu, R.; Daiya, H.; Puri, G.; Narlawar, S.","Enhancing Fraud Detection in Payment Systems Using Explainable AI and Deep Learning Techniques","Int. Conf. Intell. Comput. Data Sci., ICDS","979-835035120-0 (ISBN)","","10.1109/ICDS62089.2024.10756502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211934460&doi=10.1109%2fICDS62089.2024.10756502&partnerID=40&md5=b97043b0bcbe7cb710431cbfdaf5181d","The evolving nature of financial fraud necessitates advanced detection methods beyond traditional rule-based systems and statistical approaches. This study developed a deep learning-based model for financial fraud detection, incorporating explainable AI (XAI) techniques to enhance interpretability. The model achieved a precision of 99.995% in identifying financial fraud, demonstrating significant improvement over traditional methods. By integrating XAI, using SHAP was further effective in identifying influential features in the model. Our findings indicate that the model not only enhances fraud detection accuracy but also offers stakeholders a clear understanding of fraud identification factors, potentially leading to more robust and trustworthy financial systems. However, this study highlights the need for further research on enhancing the interpretability of deep learning models in fraud detection, emphasizing the importance of balancing the model complexity with explainability to have a resilient financial security system. © 2024 IEEE.","2024","2025-02-19 08:50:09","2025-02-19 08:50:09","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","","","","","Deep learning; Interpretability; Advanced detections; Adversarial machine learning; Contrastive Learning; Detection methods; Explainable AI; Financial fraud; Fraud detection; Fraud Detection; Learning techniques; model; Payment systems; Rules based systems","Oubenaalla Y.; Nfaoui E.H.; Boumhidi J.; Loqman C.; Alippi C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6th International Conference on Intelligent Computing in Data Sciences, ICDS 2024","","","","","","","","","","","","","","",""
