Unnamed: 0,id,tweet,username,domain,label_multi,label_binary
342,913878653611765761,"Would your family win? Tag them &amp; watch @FamilyFeud on #ChannelPlus, powered by @XumoTV. #SeriousWatcher Learn more:  https://t.co/4wgNlBCoYI  https://t.co/pYWSEyNVM2",lgus,electronics,not_green,0
53,1233799106562338816,"Watermelon lovers, you’re not alone. Our Watermelon + Fresh Mint Body Wash is getting rave reviews for the amazingly fresh and juicy scent and gentle way the plant-derived ingredients nurture and love your skin.  https://t.co/QkCiDv5bNY  https://t.co/vFyuMzeHwX",rawsugarliving,cosmetics,implicit_claim,1
182,1085295849465249792,"If you enjoyed our @E14Community's Essentials courses on Industrial #IoT and #LoRaWAN, then you're not going to want to miss this third course on IoT security.  https://t.co/Sfd9oqUvkR  https://t.co/IRAKPEIsJy",avnet,electronics,not_green,0
249,1206685372459163651,"Leave a 🥥 in the comments if you're coco-nuts about this hydrating collection! Best part, it's made with real botanicals endorsed by the Royal Botanic Gardens, Kew @kewgardens #HerbalEssences #PlantPowerInEveryShower  https://t.co/dMPRWGua3J",herbalessences,cosmetics,implicit_claim,1
54,1166836164164227072,"Wake up this morning with a zit? Stay away from harsh chemicals and benzoyl peroxide; instead, use salicylic acid, a natural exfoliator that clears pores of bacteria, dead skin cells, and sebum. Buh-bye breakouts!  https://t.co/Kx55QN6IXf",bioclarity,cosmetics,implicit_claim,1
118,1199055580972883970,Don't sweat about making the switch from anti-persipirants to natural deodorants. Protect your pits from impurities &amp; odor with the Yes To Natural Charcoal Deodorants! Find them now at @WalmartCanada 🇨🇦  https://t.co/2SRDrZ1FSs  #walmartcanada #naturaldeodorant #walmartfinds  https://t.co/5paj8kZdvM,yesto,cosmetics,explicit_claim,1
312,1174745033339219969,"Whether you keep your beauty routine simple or go full glam, lock your makeup in place all day with the Yes To Cucumbers Cooling Hydrating Primer Stick 💚  Learn more here:  https://t.co/tMBwDaXynX  #makeup #primer #naturalskincare  https://t.co/6XWkktl0dA",yesto,cosmetics,implicit_claim,1
26,1170003730344894464,Take center stage with #LipsToEnvy. Find your shade of #PureColorEnvy Sculpting Lipstick:  https://t.co/NGOhSMOcV6 ❤️  https://t.co/dSDFwX1rQ9,esteelauder,cosmetics,not_green,0
200,1236709318336098306,What advice would you give to your younger self?   Aveda Texture Team Artist / Hair Color Purefessional Naomi Dove spoke to us about confidence and equality for #InternationalWomensDay. @avedaitgirl   #AvedaWoman #WomenInBuisness  https://t.co/jAmiKmSWTI,aveda,cosmetics,not_green,0
222,1302854262255423488,This non-greasy formula is enriched with Community  Trade organic virgin coconut oil from Samoa and enhances your natural tan with a warm hint of shimmering colour. It can also be used all year round to give every skin tone a little boost of holiday radiance.,thebodyshopsa,cosmetics,explicit_claim,1
31,1257686500487188481,"Today is Giving Tuesday, a day to unite in support of communities and organizations vital to their success.  Join Aveda and give at  https://t.co/0dFHHd860P, by adding a donation during checkout at  https://t.co/nJjDmlTS2S, or by gifting Pure PrivilegeSM Points.  #avedacares  https://t.co/B5b6X0XISs",aveda,cosmetics,not_green,0
73,1313743822145425408,"[NEWS!] Our brand Lancôme has just acquired an estate in Grasse, called Domaine de la Rose 🌹, so they can cultivate #roses and other #perfume plants in a #sustainable and #organic way! Open the images to discover more ⬇️  https://t.co/hz1YYb2yuA",loreal,cosmetics,explicit_claim,1
52,1216253477141319680,"Our Spa of the World range is enriched with Ethiopian green coffee and Community Trade olive oil from Italy and honey from Ethiopia. If you haven't yet tried this luxurious range, now is the time to do so! #SelfcareSunday #TheBodyShop #CrueltyFreeBeauty  https://t.co/1LFDwmadsT  https://t.co/afazXYMx8m",thebodyshopsa,cosmetics,explicit_claim,1
279,1238915246947008516,"Did you know we have 6 NEW fit me concealer shades?! Cover up those bags and blemishes for flawless, natural-looking skin with this classic! 😍   Find your shade here:  https://t.co/oUWJbIjSX2  https://t.co/hQyMfX4gqc",maybelline,cosmetics,not_green,0
147,819212314499018752,Karen Dalton with a C21st sonic overhaul? Astonishing song-writing on our @RoughTrade album of the month  https://t.co/ScMOjfF0gk  https://t.co/KthAuLnO1q,bowerswilkins,electronics,not_green,0
79,1152641110025691139,Our @E14Community's Summer Code Club Challenge inspired a group of students in Mexico to use @microbit_edu to test the water quality of their local river.  https://t.co/8MoVRC2lDc  https://t.co/ecwOYGrA6g,avnet,electronics,not_green,0
14,931477191501795328,Going to #HPEDiscover? Don't miss SL4553 session! Details here:  https://t.co/VWpjTfXHQC #BetterTogetherTech  https://t.co/utxslGDQMl,cancom_uki,electronics,not_green,0
141,1010115707001016322,Introducing the latest member of the @Sonos family! Check out the new Beam and more of the latest home audio gear here:  https://t.co/v1LIVWNLN1  https://t.co/DG8gSqePxq,crutchfield,electronics,not_green,0
41,1036689256389980163,Just keep G L O W I N G ✨ Naturally brighten and enhance your skin's radiance with the Yes To Grapefruit Mud Mask 💖 BOGO 50% off any Yes To mask until 9/8 at CVS Pharmacy!  https://t.co/QQSn7LLCfi   📸 by: Hieu Cow  https://t.co/8Kw7DEYCzq,yesto,cosmetics,not_green,0
299,1196479020776468483,"Great hair is the perfect plus one for all of your adventures 🗺 Our Birch Bark Extract Collection is sulfate free AND contains real botanicals endorsed by the Royal Botanic Gardens, Kew (@kewgardens) (📸: @leighannk_) #SulfateFree #PlantPowerInEveryShower  https://t.co/2gitL0ww0m",herbalessences,cosmetics,implicit_claim,1
129,1173537008888643584,"#thereisnoplanetb - today is the International Day for the Preservation of the Ozone Layer. Schwarzkopf is contributing to more #sustainability, e.g. by using bottles which are made with 30%-100% #recycledplastic and environmentally friendly formulas, which are 90% biodegradable.  https://t.co/EBUDFTKWh2",schwarzkopf,cosmetics,explicit_claim,1
356,1197552777326546944,We were incredibly honored to receive a @USGBC 2019 Leadership Award at #Greenbuild19 recognizing Colgate's green building achievements. So proud of our #sustainability teams and Colgate People everywhere who contributed their efforts.  Details here:   https://t.co/7L2s1BvrHW  https://t.co/uEP4szkLLA,cp_news,cosmetics,explicit_claim,1
131,997492193014231040,#ICYMI interacting with your smart appliances just got easier:  https://t.co/7eb9isRrt5,whirlpoolcorp,electronics,not_green,0
268,1119315509806346241,No glitter. Just glow. Coming (REALLY) soon. #CleanBeauty  https://t.co/BIG1jTjXjU,bareminerals,cosmetics,explicit_claim,1
272,837105749365035009,A good way to send the powered signal from your amp to your speakers is to run the wires back to the harness.  https://t.co/FSUx20X8li  https://t.co/DtDOW0vNd0,crutchfield,electronics,not_green,0
13,1327030917303590912,Mid and West Wales Fire and Rescue Service is using Microsoft Surface and Microsoft 365 to better respond to emergencies and train new recruits. 🚒  Learn how:  https://t.co/8W6e1kGjUR,microsoft,electronics,not_green,0
161,1385284799582162946,"This #EarthDay, we turned to our employees to hear about how they are harnessing their passion to help us realize a greener tomorrow. From the air we breathe to how our food is stored (all helping to reduce carbon footprints!), check out what they shared!  https://t.co/3idRZaT0GF  https://t.co/uUmOCPFvlz",panasonicna,electronics,implicit_claim,1
126,1199707199267840004,"Use code ""HOLIDAY19"" to take 15% off your purchase and get a product that gives back this holiday season🎁 Did you know 50% of our net profits go to causes providing aid to those in need?  https://t.co/XPlYaKUhpv  https://t.co/OCw4XGRe9G",jascoproducts,electronics,not_green,0
364,1061997107840761857,Chores are way more fun when they’re done with friends.  https://t.co/uHBj83e57K,bestbuy,electronics,not_green,0
184,1160920642503487489,We agree that #cybersecurity should be at the center of conversation around #connectedcars. HARMAN is committed to supporting state and federal efforts that prioritize connected car security @CyberScoopNews @MEDC https://t.co/V0xewvcn2L  https://t.co/2LjJELeT3q,harman,electronics,not_green,0
80,1005102247984975874,Retweet if you want to try #WholeBlends Oat Delicacy care cream #hairmask! This  gentle and nourishing mask is perfect for on-the-go! Available @Walmart . #haircare #oats  https://t.co/O56osI1j6X,garnierusa,cosmetics,not_green,0
107,1052824166766796800,"Special Talk Session with Architect, @naitohiroshi and Historian,@diamondfloor41 at #HSIF2018TOKYO, “Creating Sustainable Cities – Lifestyle Innovation: Its Past and Future-“ More special sessions available.  For more:  https://t.co/s6a83IV123 #HitachiWeek #HSIF2018 #SDGs  https://t.co/7COALKjy7C",hitachiglobal,electronics,implicit_claim,1
154,846013893575131136,"#DYK that in 2016, our Melville HQ was listed on CR Magazine's Most Sustainable Corporate Headquarters List? #CanonGoesGreen  https://t.co/2kMt1a0Yfn",canonusa,electronics,implicit_claim,1
121,908286802854858752,"What if television were just for you? In our blog, @Paul_Larbey tells us about the highly personalized future of #TV  https://t.co/hMlTkhmmCS  https://t.co/nrpJERssjo",nokia,electronics,not_green,0
247,1227003132724555777,"🌱Green Goddess Facial Oil is made with sustainably sourced ingredients like #hemp seed oil, squalane, turmeric and jojoba oil blended with the hemp plant, which contains lots of good stuff like vitamins and essential fatty acids:  https://t.co/GvKgL5QY81.🌱  https://t.co/kRzfCQGQRL",avoninsider,cosmetics,explicit_claim,1
61,1306193641317240832,Back in black... Carbon style. PX7 Carbon Edition - Coming Soon #bowerswilkins #PX7carbon #comingsoon  https://t.co/KCilGZYMrY,bowerswilkins,electronics,not_green,0
174,1313516536079036417,Watch how quick and easy it can be to drink your Total Greens! #healthylivingrevolution   https://t.co/EySbj7zHSb,monatofficial,cosmetics,implicit_claim,1
98,975838572816117760,Environmental solutions come in all shapes and sizes.,canonusa,electronics,implicit_claim,1
37,925384567334326273,Let MyQ® and @AlpineUSA  help give you peace in mind in knowing that your home is secure from wherever you are.  https://t.co/ENv1TFiIEp  https://t.co/roKZL7bsAO,alpineusa,electronics,not_green,0
120,1118617975614050305,"Excited for the #EarthDay Twitter Chat w/ @EnergyStar on April 22nd! Be sure to tune in to #ENERGYSTARChat, to learn about all the incredible ways ENERGY STAR certified products can save you money while helping to save the planet! Start by pledging today:   https://t.co/pbnP8l5K34  https://t.co/qvKViX0IWM",lgus,electronics,explicit_claim,1
124,1319315887145537541,"have you tried our shower oils yet? 👇nourish, hydrate and cleanse skin with these perfectly lightweight blends 💙let each scent envelop you as the gentle lather hydrates skin for a little extra love with every wash ✨  https://t.co/481oFc3FE1",beautyandplanet,cosmetics,not_green,0
123,1196172409268842496,"Dreaming of a healthy, natural glow? Reach your ✨ultimate glow goals✨ with the help of these tips:  https://t.co/3IsoGx03kU",bioclarity,cosmetics,not_green,0
8,1140740865167675393,"Our #Fructis Curl Treats are made with only the good stuff to make your curls look good and feel good! ✔️98% naturally-derived ✔️80% biodegradable formula ✔️NO sulfates, silicones, parabens, artificial colorants and mineral oil #curls #garniergreen #recycle #empties  https://t.co/rk4NvU8jgt",garnierusa,cosmetics,explicit_claim,1
243,1262426142348382208,"Register for our next webinar to lean more about data collection strategies utilized by some of the top companies in the Life Sciences arena.  When: Wednesday, May 20 from 3 - 4 PM CDT  Learn more and register 👇   https://t.co/6LVBS36NKk  #Treaceability #lifesciences  https://t.co/wAuMhVAoUq",omronautomation,electronics,not_green,0
79,1006189611587198977,How long before battery storage of #RenewableEnergy goes mainstream? 🔋  Find out here:  https://t.co/Xgi45lJPGs,panasonicna,electronics,implicit_claim,1
65,1100059061339471875,".@jasonh kicking off the panel discussion about edge computing opportunities with @Telekom_group, @Samsung, @Niantic, @Microsoft. #MWC19 #EdgeReality #EdgeComputing  https://t.co/vuY5CaTe92",mobiledgex,electronics,not_green,0
193,1315674037222346753,Who wants ice cream? 🍦 @throtl installed our DMH-WT8600NEX into their ice cream build! #pioneercaraudio #connectedcar #carplay #androidauto  https://t.co/C7QZNx4JvK,pioneerusa,electronics,not_green,0
180,1275082208676462595,We’re working hard to reduce CO2 emissions across our global operations. Check out how our Mission Hills facility is putting wind to work as part of an ambitious green power program…   #windpower #sustainability #renewableenergy  https://t.co/pnQaP07HKc,cp_news,cosmetics,explicit_claim,1
139,1252955257375768578,"LG is proud to offer a portfolio of products that earned the asthma &amp; allergy friendly® certificate from the Asthma &amp; Allergy Foundation of America. Certified washers, vacuums, air purifiers &amp; LG Styler help remove allergens like pollen, dust &amp; dander from your clothing &amp; home.  https://t.co/WHlz0C6EMS",lgus,electronics,not_green,0
47,1082375741075935232,We have a mASSive v-day drop on the site NOW! Shop the range here:  https://t.co/ZdvOtnTpZe or check with your local shop starting January 11th. 🍑🍆💞  https://t.co/TgAWc6sGfv,lushcosmetics,cosmetics,not_green,0
188,1320328100320739334,"Baby soft skin? Yes, please! NovAge's Skin Renewing Peel is just what I need to exfoliate, enhance texture, smooth fine lines, and leave my skin looking youthful and radiant ✨ DM me to order yours!   https://t.co/Oq2D9XeBD8  #SkinCare #PamperYourSkin #TLC  https://t.co/ojRiROLAmd",oriflameuk,cosmetics,not_green,0
188,1193243631236333568,"Whether you're looking to get a bird's-eye view of nature, own a business that could use the technology, or have an educational interest, we've got the drone to fit your needs!   https://t.co/UiCXLyphot  https://t.co/L9lTh8dOw8",crutchfield,electronics,not_green,0
373,885823978945867776,"When we create our popular perfumes, we source quality ingredients from all over the world. Curious to see where som  https://t.co/IjiydQUqJT",oriflameuk,cosmetics,not_green,0
169,1101126393704919041,"It's like a spa day for your lips✨ Welcome to the #PureColorEnvy Lip Spa! Moisturize, plump &amp; smooth lips like never before with our first ever Lip Care Collection. Shop &amp; watch the full film featuring #EsteeGlobalAmbassador @karliekloss:  https://t.co/iZ289iRD5g #LipsToEnvy  https://t.co/JhIJe7IkiZ",esteelauder,cosmetics,not_green,0
118,1082079393965633536,💜#yoshijocy found her perfect match with Teint Idole! She wears shade 220. Which shade are you?  https://t.co/EMORyB6Ls2  https://t.co/iNjr9dc489,lancomeusa,cosmetics,not_green,0
146,1119371953696116737,"April showers bring... our #BurtsBeautyCleanse! 🚿This month, discard or recycle your bath &amp; body care products that you aren't using. Replace with natural options like our Burt's Body Washes or Hand Creams, available at @Walgreens!  https://t.co/ZU6QZ9OXs3  https://t.co/ffcXAEvclp",burtsbees,cosmetics,implicit_claim,1
42,1092860917510037506,"P&amp;G has acquired This Is L. to meet growing demand for period products in the naturals segment. L.’s portfolio primarily includes beautifully designed, high quality tampons, pads, liners and wipes made with organic cotton. Welcome L.! #PG #ThisisL  https://t.co/GvyP5jDnLZ  https://t.co/a2HoDuYxPE",proctergamble,cosmetics,explicit_claim,1
331,1306680396311003136,"What's the secret for youthful skin year-round? Dermatologists say this powerful ingredient is the key for anti-aging, and it's found in the unique formula of @PCASKIN's C&amp;E Advanced. Learn more:   https://t.co/fNM5vfSGSN",cp_news,cosmetics,not_green,0
351,1301173419485036544,The True Importance of Sustainable Action in a Changing World ♻️  https://t.co/Fx3dC6vIxc #KMCares  https://t.co/YFxnkq5XKX,konicaminoltaus,electronics,implicit_claim,1
169,1238170788966080519,"our range of liquid hand soap is designed with effective plant-based cleansers 🌱plus, each is infused with coconut oil and scented with an ethically sourced extract so every wash leaves hands clean and delicately…  https://t.co/c6cxZaNdib",beautyandplanet,cosmetics,explicit_claim,1
5,1082768600962863104,"In partnership with @AdaptiveBiotech, we're expanding our efforts to decode the human immune system:  https://t.co/EnpTifqyQA #JPM19",microsoft,electronics,not_green,0
84,1085402263873568768,Tune into @HSN now for the @bareMinerals debut with an exclusive kit! ❤️❤️,bareminerals,cosmetics,not_green,0
189,1181626800646033408,"Visit the Konica Minolta booth at @printingunited this month &amp; experience our innovative #Print Windows! View gorgeous digital prints of New York, Paris, Tokyo, &amp; London.  Claim your FREE exhibit pass:  https://t.co/itzo4rMvZC #Printing #PRINTINGUnited #DigitalPrint #RETHINKPrint  https://t.co/vKId56tX4L",konicaminoltaus,electronics,not_green,0
20,959889918444163073,New product 'WellnessKids Multivitamins and Minerals' added to Orinet independent Oriflame Consultants! - £9.95 -  https://t.co/IcwUehTC1t  https://t.co/roRlkW0otA,oriflameuk,cosmetics,not_green,0
142,1124358247417356288,"Bath time 🛀 is sure to be fun with our Limited Edition Gentle Cleansing Gel! Formulated with sustainably sourced Avocado Perseose, 🥑 it leaves your little one’s skin clean and protected.📷 @maxwell_dior #EarthDayEveryDay   https://t.co/P6oYC5sGgB  https://t.co/Kni43YaPvx",mustelausa,cosmetics,explicit_claim,1
195,842800728213245954,"Rock green for St Patricks Day with these fun, metallic green eye looks using our #ColorTattooChrome in 'Electric Emerald'.  https://t.co/PK1uzZV9Nn",maybelline,cosmetics,not_green,0
277,1303840156437434370,NEW! Meet DEEBOT U2 💥   Why own a mop AND a vacuum when you can have an all-in-one? The new DEEBOT U2 vacuums and mops simultaneously with the OZMO™ Mopping System. Removes 99.26% of bacteria for a truly thorough clean.  Learn more via the link below👇   https://t.co/flA55cyrFa  https://t.co/4mzh9NvXdS,ecovacsus,electronics,not_green,0
60,1022270494450626561,"Did you know that just 30 minutes of blue light exposure at night can disrupt your natural rhythm of sleep &amp; renewal? Help prevent AND repair with our newest innovation in skincare, #AdvancedNightRepair Eye Supercharged Complex.✨Learn more:  https://t.co/TrscC7M27B  https://t.co/6RePj4dHIW",esteelauder,cosmetics,not_green,0
161,1369988726638706691,"With its futuristic design, the ultimate colour capability, and outstanding performance, the flagship #OPPOFindX3Pro will deliver a fresh and exciting human-centric smartphone experience. #AwakenColour",oppo,electronics,not_green,0
196,1229367424287494145,"The super fine-lines fighter! With a Swedish natural ingredient blend featuring Silver Birch, Redcurrant, Sea Buckthorn and Linseed Oil, the Optimals Age Revive Anti-Ageing Night Cream fights signs of ageing and ups your skin hydration ❤   https://t.co/qGsY7yOt2W  https://t.co/IdYhewe5i0",oriflameuk,cosmetics,implicit_claim,1
224,1045671038187646978,#DealofTheDay @BestBuy: Save $80 on the DEEBOT OZMO 610:  https://t.co/Pn5CwZ76Bx #DOTD #sale #deal,ecovacsus,electronics,not_green,0
