,id,tweet,username,domain,label_multi,label_binary
39,1063144657633329152,"""Working at Whirlpool Corporation means you can breathe the multinational spirit""  Say hello to our Francesca Gradara, and read her internship story:  https://t.co/YtUl6VnsIC #WhirlpoolCareers  https://t.co/2wYVuBC4Qm",whirlpoolcorp,electronics,not_green,not_green
40,1253089072416989186,"#Didyouknow, Green Goddess comes in an @fsc_ic certified box featuring 100% recyclable paper from a responsibly managed forest? The ultra-pure formula is also #sustainablysourced with squalene from ECOCERT approved sugarcane &amp; non-GMO CBD. #EarthDay2020  📸: @omgbart  https://t.co/02dtf61AHE",avoninsider,cosmetics,explicit_claim,green_claim
41,1321830827014135808,Let us count the ways! Join our webinar to learn how our powerful sensors master object detection for difficult materials and applications.  👉 Register Today!  https://t.co/cu1w6wmsvG  #omronsensorgiveaway #sensors #industrialautomation #omronautomation  https://t.co/642US0f0i3,omronautomation,electronics,not_green,not_green
42,942726172353409025,Holiday hair ready with #Nutrisse 50 Natural Brown (truffle)😍. Tag a friend who should try this color. #hairgoals  https://t.co/A2Vea7Y308,garnierusa,cosmetics,not_green,not_green
43,1307144727809142784,"Because we love good ingredients, we infused our high-pigment #UltraHD Vinyl Lip Polish with vitamin E, shea butter, and aloe-leaf extract. Which shade is your fave?  📷: @Deefordiane1  https://t.co/1vJqnH3wNQ",revlon,cosmetics,not_green,not_green
44,1253153154708975619,How do we like our makeup? Light and clean when it can be 🌱  Challenge yourself this Earth Day to use at least 1 clean product today! We’re following @prettywithlee’s lead and putting on #PrimePlus Perfecting + Smoothing Primer. It’s EWG verified and has natural ingredients 😌  https://t.co/EL7k35XlWa,revlon,cosmetics,explicit_claim,green_claim
45,880136181798903809,A5: The Zera™ Food Recycler delivers on an increasing demand for more sustainable solutions for the home. See it at booth 2012! #KBTribeChat  https://t.co/GHloNLHyLQ,whirlpoolcorp,electronics,explicit_claim,green_claim
46,1170063664952553472,Try your luck with an Omron dice-playing cobot – and see other exciting robotic solutions in action at PACK EXPO 2019! Learn more from our latest blog article 👇  https://t.co/PFJSt1s9FA  #PACKEXPO #PACKEXPOLasVegas #OmronAutomation #FlexibleManufacturing #traceability #robotics  https://t.co/NyfP4k7mul,omronautomation,electronics,not_green,not_green
47,822149390903234560,3 benefits a smart city can gain from smart infrastructure - #smartcity #tech #sustainability  https://t.co/NgXOhdOkhf  https://t.co/G0vWJcLh67,avnet,electronics,implicit_claim,green_claim
48,862225983893536768,New product 'Feminelle Gentle Intimate Wash' added to Orinet independent Oriflame Consultants! - £7.00 -  https://t.co/n0cAoU59Eh,oriflameuk,cosmetics,not_green,not_green
49,1324033843003826181,"Follow these simple steps to ensure you’re making the most of the Mint Cooling Facial Gift Set. Peppermint Oil provides an invigorating cooling sensation, while Omega-3 and -6 fatty acids and botanical extracts leave skin feeling soft and replenished.   https://t.co/kh5gWmFUZQ  https://t.co/2W0AeFHcI0",arbonne,cosmetics,implicit_claim,green_claim
50,1233462783812960256,"Go natural, add a hint of color or make it shimmer. ✨ On-the-go moisturization whenever you need it! 👄 Shop all our #lipcare:  https://t.co/3nSpGyDvVN  https://t.co/VNF3LOcOSd",burtsbees,cosmetics,not_green,not_green
51,1111370941970288640,SPF Body Butter is here! Our mineral SPF keeps it clean with no chemicals to harm your skin—or our oceans. #reefsafe  https://t.co/CVL0Ljmbwy,josie_maran,cosmetics,explicit_claim,green_claim
52,1128693707681570816,"For travel or for every day life, we love Toothy Tabs! Their solid form means they're TSA-friendly and the packaging is made from 100% recycled and recyclable materials, unlike traditional toothpaste tubes that end up in landfills.  🥰✈️ Get them here:  https://t.co/WgYU8l7vYG  https://t.co/TCSwz3HlI3",lushcosmetics,cosmetics,explicit_claim,green_claim
53,1333526984991928321,Last chance to shop our #CyberMonday Deals!  https://t.co/kFPkGIBWrE  https://t.co/azBOm078AC,monatofficial,cosmetics,not_green,not_green
54,1166836164164227072,"Wake up this morning with a zit? Stay away from harsh chemicals and benzoyl peroxide; instead, use salicylic acid, a natural exfoliator that clears pores of bacteria, dead skin cells, and sebum. Buh-bye breakouts!  https://t.co/Kx55QN6IXf",bioclarity,cosmetics,implicit_claim,green_claim
55,1109092931229622272,"#EarthDay may be one month away, but it's never too early to start building a more sustainable future. Here are a few strategies for increasing #sustainability and driving resident retention within the #multifamily housing segment.  https://t.co/jTrQa6bmkP  https://t.co/2S03G1VQBY",whirlpoolcorp,electronics,implicit_claim,green_claim
56,1377898542979817479,Hitachi worked with @StenaLine to implement #AI #technology on ships to reduce fuel consumption costs and minimise environmental impact 🛳 🌍  Find out more:  https://t.co/DizfiGgcMI  https://t.co/3AnQ0pnIfW,hitachiglobal,electronics,explicit_claim,green_claim
57,1158377143639822336,Looking for calm &amp; relaxation? We've got an 💡 Reach for our Lavender Foaming Bath and settle into a moment of pure bliss 💜 #LoveLoccitane  https://t.co/34UTxYv3mC,loccitaneusa,cosmetics,not_green,not_green
58,1086201670957035520,"How can we replicate the last decade's dramatic progress on social, economic and environmental challenges in the next one? @TheEconomist asks and @HitachiGlobal answers… #WEF #DAVOS #SocialInnovation #SDGs",hitachiglobal,electronics,implicit_claim,green_claim
59,1145697231590367232,Invite #nature in with the latest limited-edition #BurtsBox! 🙌 This curated collection includes carefully chosen natural ingredients 🌱 A $90 value for just $50 - get yours today before they're gone:  https://t.co/lA8jSUQSBk  https://t.co/QTr0IwUQRx,burtsbees,cosmetics,implicit_claim,green_claim
60,832212950261833731,"2 drops BIY Blend It Yourself Pigment Drops + 1 pump DDML+ = a healthy, natural glow in 15 seconds. #myBIY  https://t.co/C63RedLWx5  https://t.co/17KW4lg3U0",clinique,cosmetics,not_green,not_green
61,1107647467024273408,Kick off your spring cleaning with the #BurtsBeautyCleanse: ✅ Toss expired products! 🗑  ✅ Purge products you never! ♻️ ✅ Swap synthetic makeup for a more natural alternative like our Burt’s Bees Beauty line! 💄🌱 For more tips:  https://t.co/Sg25oyiJvP  https://t.co/dULLcyDZGY,burtsbees,cosmetics,explicit_claim,green_claim
62,1134006530062372869,Our NEW Limited Edition Wonderfully Wonky Banana body care treats are enriched with Community Trade organic banana puree made from bananas that won’t sell to the food industry. You'll love this fragrantly fruity range as much as we do. 🍌  https://t.co/seqA7fEunr,thebodyshopsa,cosmetics,explicit_claim,green_claim
63,1236034093390991361,"With all the bugs going around, here is a friendly reminder of one of the best ways to protect yourself from getting sick: regular hand washing.⁠ Enjoy 25% off ALL Mustela cleansers, so you can stock up without having to stand in lines! 👐⁠Use the code WASHYOURHANDS👐⁠ ⁠  https://t.co/HSM6NgqZbj",mustelausa,cosmetics,not_green,not_green
64,1177338952128192512,"Sensors are the eyes and ears of #IoT, and @AvnetSilica explains how this most recent generation of cutting edge technology is poised to make IoT applications smarter than ever before! #AvnetReachFurther  https://t.co/psh41vXeqs  https://t.co/5R08bgO3AP",avnet,electronics,not_green,not_green
65,1100059061339471875,".@jasonh kicking off the panel discussion about edge computing opportunities with @Telekom_group, @Samsung, @Niantic, @Microsoft. #MWC19 #EdgeReality #EdgeComputing  https://t.co/vuY5CaTe92",mobiledgex,electronics,not_green,not_green
66,1125853282168127489,Eye Reflections Palette! Now available in Reflex Light &amp; Natural Beauty. #PixiBeauty #Makeup  https://t.co/qTHz38JnNs  https://t.co/Rtk0EHV8OH,pixibeauty,cosmetics,not_green,not_green
67,919976218841178112,Via @businessinsider: A pair of big companies explain why they joined the cloud.    https://t.co/B570VRVibU,microsoft,electronics,not_green,not_green
68,1280523287970361345,"Our brand Garnier commits to Green Beauty 🌱  By 2025, all products will be made with Zero Virgin Plastic, all #packaging will be reusable, recyclable or compostable, and all industrial sites will be #carbonneutral 🌍  https://t.co/aG0xjBWXdc",loreal,cosmetics,explicit_claim,green_claim
69,842707113780555777,"We're decked out in green today, which includes using our fresh Verbena range. Happy St. Patrick’s Day!  https://t.co/RSCYI4fCzf  https://t.co/XvNNjimgzK",loccitaneusa,cosmetics,not_green,not_green
70,1192836731051106304,"$1.9 million invested and nearly 40,000 students reached nationwide with STEM education since 2018.  https://t.co/C9cvGlyZF7  #NationalSTEMDay #PanasonicCares  https://t.co/g4hADsexBV",panasonicna,electronics,not_green,not_green
71,1218125816615317505,"Know the difference. ☝️  By switching to binaural simultaneous Bluetooth transmission, audio signal is boosted and music is perfectly synchronized for gaming, music and calls. #OPPOEncoFree 🎵  ℹ️  https://t.co/y4UTifXkIa  https://t.co/H8Rom1Y9Ja",oppo,electronics,not_green,not_green
72,824719836701876224,".@instituskincare offers personalised, natural skincare developed by scientific experts - @DrMariaSalichou @foundersfactory  https://t.co/fFYxrJQMYd",loreal,cosmetics,not_green,not_green
73,1313743822145425408,"[NEWS!] Our brand Lancôme has just acquired an estate in Grasse, called Domaine de la Rose 🌹, so they can cultivate #roses and other #perfume plants in a #sustainable and #organic way! Open the images to discover more ⬇️  https://t.co/hz1YYb2yuA",loreal,cosmetics,explicit_claim,green_claim
74,1280558975600205826,"As a new mom, breastfeeding 🤱🏻can be daunting. From lactating to latching, there are so many concerns! we have partnered up with Dr. Latanya Benjamin a board-certified pediatric dermatologist to answer all your concerns. Click the link to watch the video.  https://t.co/o9Sn9xec3b",mustelausa,cosmetics,not_green,not_green
75,1202318368491094016,"Check out the Royal Botanic Gardens, Kew @kewgardens 🌿 They're our partner in crime to bring the power of real botanicals to your hair. (📷: @luxmondi on Instagram)  https://t.co/9NzLrxYorm",herbalessences,cosmetics,implicit_claim,green_claim
76,891418078310838272,What if sound could have a scent? Defy expectations of what a symphony can be with artist Emilie Baltz’s Dream Machine. #PanoramaHP  https://t.co/jnEWiTgs1k,hp,electronics,not_green,not_green
77,1189644410364915712,We're honored to be recognized by @USGBC with a 2019 Leadership Award celebrating C-P’s 15 TRUE Zero Waste certified manufacturing sites on 4 continents and 13 LEED certifications for green buildings in 8 countries. #sustainability   https://t.co/2i3pgfiVdp,cp_news,cosmetics,explicit_claim,green_claim
78,1156225443089002496,Is Your AP Stuck in the Last Century? Check out this #webinar and learn how to automate your #AP lifecycle to maximize #ROI 👌🏼  https://t.co/khmnRGueng #accountspayable #KonicaMinolta #EnterpriseContentManagement #automation,konicaminoltaus,electronics,not_green,not_green
79,1152641110025691139,Our @E14Community's Summer Code Club Challenge inspired a group of students in Mexico to use @microbit_edu to test the water quality of their local river.  https://t.co/8MoVRC2lDc  https://t.co/ecwOYGrA6g,avnet,electronics,not_green,not_green
80,1383130547346608131,Did you know one solar panel has a carbon offset of 40 🌳s? That means LG's annual US production of solar panels have a carbon offset of 62 million 🌲s. Tell us how you’re helping the 🌎 with #LGCarbonNeutral2030. We’ll plant a tree with @OneTreePlanted.  https://t.co/vYj7S5L0M2,lgus,electronics,explicit_claim,green_claim
81,1069526671412404225,We signed €250 million financing with @nib to support our #5G research and development in Europe as the era of 5G begins. Read more:  https://t.co/WLw6odsVzy  https://t.co/aiKpEZzq8o,nokia,electronics,not_green,not_green
82,953748846269620226,Implementing LEED-certified buildings and using electric lift trucks are just two of the ways that get us closer to our #sustainability goals  https://t.co/d2L7hcDPp6  https://t.co/TwTOoN4ue6,whirlpoolcorp,electronics,explicit_claim,green_claim
83,1291082550165876736,"✨NEW✨ Protect Your Look Bundle 💄😍 Whether you’re doing full face glam or a minimal makeup look, this bundle has everything you need to keep it flawless 24/7! Includes: ☀️ SunFilter 💧 Primed &amp; Ready   🌱 Dewy Dew   🎁 FREE Eco-Friendly Kabuki Makeup Brush  https://t.co/gy8vXTrZHG",bioclarity,cosmetics,explicit_claim,green_claim
84,913829376734752768,Tide Loads of Hope is there when natural disasters strike. Hear how we’re improving upon this iconic program.  https://t.co/036kefvGSd,proctergamble,cosmetics,not_green,not_green
85,1029714592384118787,"Looking to maximize efficiency, contain costs and improve workflow?  Learn how business process automation can transform your processes and improve your business:  https://t.co/WQRtVv3YWY  https://t.co/gVEbw6avGo",konicaminoltaus,electronics,not_green,not_green
86,1107278684292087808,"While upgrading the Acura TL's receiver is incredibly difficult, you can still improve your sound with a well-chosen set of speakers and a subwoofer! Find out what our experts recommend:   https://t.co/Wjnzee39AM  https://t.co/dvUPhl7lJS",crutchfield,electronics,not_green,not_green
87,921486182642540545,I added a video to a @YouTube playlist  https://t.co/Ku4y98AVzq Omron E5_D series Temperature Controller Adaptive control algorithm,omronautomation,electronics,not_green,not_green
88,1096408848347344901,"More natural.🌱🌻 More sustainable.♻ Happier moms and babies.🤱 We’re bringing back the 2009 price on our iconic best-selling Hydra Bebe Body Lotion to $13.00, for one week only! Use Code: FROM2009 at checkout. #10YearChallenge #MustelaCares  https://t.co/guR44m9eRq",mustelausa,cosmetics,explicit_claim,green_claim
89,1135214526247395333,"Weekend glow in a tube. The RE9 Advanced Prepwork Soft Focus Veil blurs imperfections for a natural look, with a hint of dewy finish. Plus, it contains SPF 30 mineral sunscreen protection for all your outdoor plans!  https://t.co/FkxR2qwvkK #RE9Prepwork #HelloHealthyGlow #Arbonne  https://t.co/lhqDaxpOEQ",arbonne,cosmetics,not_green,not_green
90,1085187698963304451,"A healthy lifestyle becomes ever more important for many of us – also within our beauty routine. Stay tuned for our new permanent hair color featuring natural ingredients such as soy protein, oat milk and argan oil! Available from February. #headsup #WhatsComingNext #ProductNews  https://t.co/ylguDlGyVk",schwarzkopf,cosmetics,implicit_claim,green_claim
91,826432589330264065,Got a Peppa or George fan in your house? There's 3 for 2 on selected Peppa Pig products for your little ones 🐽  https://t.co/otbcor4Rjt  https://t.co/h8h9k48KZi,argos_online,electronics,not_green,not_green
92,1231990248420364295,"Naturalness &amp; Performance, I can have both with #GuerlainlEssentiel.⁣ ⁣ A groundbreaking formula composed of 97% naturally-derived ingredients, with a natural glow finish and buildable coverage that lasts over 16 hours.  https://t.co/IsrCYHafLH  https://t.co/qor9vAEttN",guerlain,cosmetics,implicit_claim,green_claim
93,822790919736987655,Our featured @ENERGYSTAR Certified Product of the Month for January is  https://t.co/z5dh2ZgyB9  https://t.co/l7JkzR4zu0,canonusa,electronics,not_green,not_green
94,1150190796630630401,Power couple 💕 This duo is perfect for keeping hair fresh and light on wash day and beyond #HerbalEssences #DryShampoo  https://t.co/GIkRRBUSbL,herbalessences,cosmetics,not_green,not_green
95,1149838803286122496,📹 High-speed cameras. 📈 Biomechanical data. 🧠 Machine learning.   Here's how @P3sportscience creates a competitive edge for athletes:  https://t.co/MX67HS2yMp  https://t.co/tlMlZqUMbF,microsoft,electronics,not_green,not_green
96,1096084191245189120,Can a home make its inhabitants healthier? We think so. The home of the future will deliver wellness and comfort to the people who live in them.  https://t.co/2Tv6Un5rFG,panasonicna,electronics,not_green,not_green
97,1068247284754903040,"Did you know Yes To is a cruelty-free brand AND @LeapingBunny Certified? We love our animals friends!  Make the switch to cruelty-free, natural skincare 💚  Thanks, @HerCampus!    https://t.co/XCksaUMUXM",yesto,cosmetics,explicit_claim,green_claim
98,1056969023789953024,Yummly® guided cooking is here: select Whirlpool® smart cooking appliances now work with @yummly :  https://t.co/smDzvouLRB  https://t.co/3PhXlDA0bu,whirlpoolcorp,electronics,not_green,not_green
99,988871394883784704,"Reveal calm and radiant skin with the signature AERIN floral infusion of Pink Rose, Magnolia Flower, Peony and Meadow Foam extracts from the @AERIN Rose Collection. Shop these bath &amp; body essentials now:  https://t.co/8e7Dwj9H9U #AERINBeauty  https://t.co/JhpYwC2kkX",esteelauder,cosmetics,not_green,not_green
100,827904645544734722,"Let's talk sound bars. No, not THOSE sound bars. The @MemphisCarAudio kind.  https://t.co/iU3cH4fFf9",crutchfield,electronics,not_green,not_green
101,1308541709010305024,"We’re committed to responsible ingredient sourcing, and as the heart of our new collection, Bakuchiol is no different. We extract this plant-based retinol alternative from the seeds of the purple Babchi plant in partnership with local suppliers.  https://t.co/Zf0DUf1HKt  https://t.co/AVy95zMKlm",arbonne,cosmetics,explicit_claim,green_claim
102,1196926181905354752,"Pop the bubbly for the Energy Fizz Stick Variety Pack! This limited edition offer comes with 9 Green Apple, 9 Strawberry, 6 Pomegranate, 6 Citrus flavors in a reusable tin. Shop now before it's gone!  https://t.co/33L4rRGf3X  https://t.co/qqDkZh8JEN",arbonne,cosmetics,explicit_claim,green_claim
103,903349473446907904,You have three years to save up for your electric supercar...  https://t.co/Mj7aHX6q7z,crutchfield,electronics,not_green,not_green
104,1028755526233075713,"If you want a frizz-free #summer, make sure to have this duo at hand: ✔️Smooth Air Dry ✔️Sleek &amp; Shine Hairspray #garierstyle #superhair  https://t.co/GyTAw223jI",garnierusa,cosmetics,not_green,not_green
105,1125082819317858305,"Meet Diego the Avocado, the hero ingredient 🥑 of our #LimitedEdition Bathtime Cleansers. He gives us Avocado Perseose®, the natural ingredient which works to protect your little one's skin barrier and preserve cellular richness. #MustelaLimitedEdition   https://t.co/P6oYC5sGgB  https://t.co/dcpeFIjT4Y",mustelausa,cosmetics,explicit_claim,green_claim
106,1316058794103840773,"Ingredient spotlight! 🔦 Feet Up's new foot cream and bath soak are mixed with zesty and nourishing Tangerine &amp; Ginger Oil extract, which are known for their incredible warming qualities 👣 🍊 Give yourself the treat you deserve   https://t.co/hQVkvMXO9o  #PamperYourSelf #TLC  https://t.co/kbguOxAwlM",oriflameuk,cosmetics,not_green,not_green
107,824270815239794690,"#Kérastase presents its new range Aura Botanica, with ingredients that are 98% derived from #natural origin - @wwd  https://t.co/txYK2isA4E",loreal,cosmetics,explicit_claim,green_claim
108,1042339855441715200,"Live from #Berlin! Our CTO @SunayTripathi at the @TheEdgeEvent: ""Should the networks provide more than just connectivity?""   We think so! Read more ➔  https://t.co/7gV36aokCz  #EdgeComputing #Edge #Mobile #Telco #Developers #IoT #5G #Ai #Cloud  https://t.co/nPTF35nC7x",mobiledgex,electronics,not_green,not_green
109,1308798466689302536,"Our certified organic products are fragrance-free and vegan. The Organic Collection is made with organic olive oil from France, and is designed to minimize its impact on the environment.  🌿 Enjoy 20% Off the Organic Collection with code ORGANIC20  https://t.co/yJf8qaGI8Z",mustelausa,cosmetics,explicit_claim,green_claim
110,1109107558437044229,We're proud to announce that from 2017 to 2018 we reduced our collective water consumption by nearly 10 percent! #WorldWaterDay #Sustainability Matters 💧  https://t.co/SMpgjv88Zh,whirlpoolcorp,electronics,explicit_claim,green_claim
